Data e ora;Temperatura;Umidità (%);PM 1;PM 2.5;PM 10
2024-06-13  09:22:05;29.069;63.5;0.0;0.0;0.0
2024-06-13  09:22:09;29.763;62.4;1.453;2.996;4.039
2024-06-13  09:22:14;29.721;62.4;1.146;3.155;47.074
2024-06-13  09:22:19;29.691;63.7;1.162;2.149;2.465
2024-06-13  09:22:24;29.678;63.7;1.137;2.598;13.077
2024-06-13  09:22:29;29.635;63.7;1.249;2.3;7.364
2024-06-13  09:22:34;29.665;63.7;1.458;3.701;5.815
2024-06-13  09:22:39;29.678;63.7;1.202;2.956;3.987
2024-06-13  09:22:44;29.649;63.8;1.174;2.216;28.489
2024-06-13  09:22:49;29.665;63.7;1.464;4.655;30.408
2024-06-13  09:22:54;29.678;63.7;1.199;2.268;25.996
2024-06-13  09:22:59;29.665;63.7;1.243;2.193;2.867
2024-06-13  09:23:04;29.691;63.7;1.152;1.561;1.606
2024-06-13  09:23:09;29.678;63.7;0.998;1.187;36.577
2024-06-13  09:28:40;29.691;62.1;1.13;2.325;10.804
2024-06-13  09:28:45;29.835;62.1;1.16;3.059;7.659
2024-06-13  09:28:50;29.809;62.0;0.959;1.584;56.297
2024-06-13  09:28:55;29.777;62.0;1.114;1.414;11.178
2024-06-13  09:29:00;29.763;62.0;1.175;1.785;11.902
2024-06-13  09:29:05;29.777;63.4;1.417;2.814;5.521
2024-06-13  09:29:10;29.763;63.4;1.0;1.059;1.059
2024-06-13  09:29:15;29.763;62.0;1.123;1.865;2.517
2024-06-13  09:29:20;29.763;62.0;1.128;4.053;17.539
2024-06-13  09:29:25;29.763;63.3;1.034;2.591;3.58
2024-06-13  09:29:30;29.777;63.3;1.012;2.429;3.884
2024-06-13  09:41:45;29.777;61.9;44.269;91.511;372.268
2024-06-13  09:41:50;30.046;62.1;1.036;1.187;1.19
2024-06-13  09:41:55;30.006;63.4;0.994;3.09;9.7
2024-06-13  09:42:00;30.006;63.4;0.862;0.915;0.915
2024-06-13  09:42:05;30.006;63.4;0.918;2.315;3.752
2024-06-13  09:42:10;29.964;63.4;1.057;2.215;24.503
2024-06-13  09:42:15;29.99;63.2;1.149;2.124;2.816
2024-06-13  09:42:20;29.977;63.3;1.102;3.007;4.58
2024-06-13  09:42:25;29.99;63.3;1.145;2.851;10.284
2024-06-13  09:42:30;29.977;63.3;0.999;2.439;5.292
2024-06-13  09:42:35;29.977;63.1;1.038;1.178;1.182
2024-06-13  09:42:40;29.99;63.2;1.051;1.698;1.875
2024-06-13  09:42:45;29.99;63.2;0.995;2.569;4.034
2024-06-13  09:42:50;30.006;63.2;1.058;1.274;17.588
2024-06-13  09:42:55;29.977;63.2;0.908;1.042;1.045
2024-06-13  09:43:00;30.006;63.2;1.012;1.92;2.605
2024-06-13  09:43:05;30.006;63.2;1.129;3.42;8.389
2024-06-13  09:43:10;30.006;63.2;1.183;1.838;12.189
2024-06-13  09:43:15;30.006;63.2;0.983;2.404;3.85
2024-06-13  09:43:20;30.02;63.3;1.366;3.334;26.68
2024-06-13  09:43:25;29.99;63.3;1.047;1.729;3.801
2024-06-13  09:43:30;30.006;63.3;0.99;1.268;1.292
2024-06-13  09:43:35;30.02;62.0;1.067;2.104;39.854
2024-06-13  09:43:40;29.99;63.3;1.219;2.856;5.771
2024-06-13  09:43:45;30.006;63.3;1.054;1.883;30.319
2024-06-13  10:35:45;30.119;61.3;0.0;0.0;0.0
2024-06-13  10:35:50;30.132;61.3;0.899;2.037;2.803
2024-06-13  10:35:55;30.119;62.6;0.943;2.57;32.4
2024-06-13  10:36:00;30.076;62.6;0.885;1.167;1.192
2024-06-13  10:36:05;30.089;62.6;0.952;2.564;35.547
2024-06-13  10:36:10;30.076;62.6;0.799;1.656;1.961
2024-06-13  10:36:15;30.089;62.6;0.917;2.509;9.724
2024-06-13  10:36:20;30.089;62.7;0.818;1.448;1.616
2024-06-13  10:36:25;30.105;62.7;0.901;1.922;2.252
2024-06-13  10:36:30;30.132;62.7;0.792;1.362;6.509
2024-06-13  10:36:35;30.132;62.6;0.899;2.395;3.355
2024-06-13  10:36:40;30.132;62.6;0.997;2.054;2.826
2024-06-13  10:36:45;30.145;61.2;0.828;1.876;7.084
2024-06-13  10:37:11;nan;nan;nan;nan;nan
2024-06-13  10:37:16;nan;nan;nan;nan;nan
2024-06-13  10:37:21;nan;nan;nan;nan;nan
2024-06-13  10:37:26;nan;nan;nan;nan;nan
2024-06-13  10:37:31;nan;nan;nan;nan;nan
2024-06-13  10:37:36;nan;nan;nan;nan;nan
2024-06-13  10:37:41;nan;nan;nan;nan;nan
2024-06-13  10:37:46;nan;nan;nan;nan;nan
2024-06-13  10:37:51;nan;nan;nan;nan;nan
2024-06-13  10:37:56;nan;nan;nan;nan;nan
2024-06-13  10:38:01;nan;nan;nan;nan;nan
2024-06-13  10:38:06;nan;nan;nan;nan;nan
2024-06-13  10:38:11;nan;nan;nan;nan;nan
2024-06-13  10:39:07;30.204;62.5;0.688;1.897;11.261
2024-06-13  10:39:12;30.316;62.5;0.686;1.866;2.789
2024-06-13  10:39:17;30.273;62.5;0.841;1.004;1.007
2024-06-13  10:39:22;30.26;62.5;0.837;2.532;4.871
2024-06-13  10:39:27;30.26;62.5;1.051;2.808;31.109
2024-06-13  10:39:32;30.231;62.5;0.887;1.403;1.467
2024-06-13  10:39:37;30.231;60.9;0.899;2.707;32.058
2024-06-13  10:39:42;30.26;62.2;0.789;1.168;1.307
2024-06-13  10:39:47;30.244;62.2;0.935;1.213;1.224
2024-06-13  10:39:52;30.231;62.2;0.861;2.929;9.373
2024-06-13  10:39:57;30.273;60.8;0.857;2.541;31.533
2024-06-13  10:40:02;30.26;60.8;0.855;1.095;1.117
2024-06-13  10:40:07;30.244;62.4;0.783;1.365;6.492
2024-06-13  10:40:12;30.26;62.4;0.842;2.209;3.162
2024-06-13  10:40:17;30.287;62.4;0.801;1.752;18.813
2024-06-13  10:40:22;30.273;62.7;0.861;2.891;7.631
2024-06-13  10:43:43;30.287;62.6;0.861;2.206;12.179
2024-06-13  10:43:48;30.415;63.6;1.008;2.742;5.151
2024-06-13  10:43:53;30.386;64.5;0.755;2.353;10.21
2024-06-13  10:43:58;30.372;64.5;0.806;2.215;7.842
2024-06-13  10:44:03;30.372;63.4;1.084;4.12;16.414
2024-06-13  10:44:08;30.359;63.4;1.074;3.509;15.09
2024-06-13  10:44:13;30.359;61.5;0.764;1.951;20.242
2024-06-13  10:44:18;30.372;61.5;0.903;1.415;1.48
2024-06-13  10:44:23;30.386;61.5;0.86;2.648;10.316
2024-06-13  10:44:28;30.359;61.5;1.002;4.22;40.221
2024-06-13  10:44:33;30.372;63.9;0.726;1.127;1.268
2024-06-13  10:44:38;30.386;63.9;0.781;2.05;7.722
2024-06-13  10:44:43;30.372;65.099;0.781;1.209;1.353
2024-06-13  10:44:48;30.386;65.099;0.855;2.425;8.213
2024-06-13  10:44:53;30.372;65.099;0.812;1.354;1.517
2024-06-13  10:44:58;nan;nan;nan;nan;nan
2024-06-13  10:46:50;30.386;63.0;0.0;0.0;0.0
2024-06-13  10:46:55;30.503;62.9;0.878;2.438;50.919
2024-06-13  10:47:00;30.474;62.9;0.912;2.596;11.641
2024-06-13  10:47:05;30.444;62.9;0.915;2.482;9.972
2024-06-13  10:47:10;30.431;62.9;1.05;3.696;6.373
2024-06-13  10:47:15;30.415;61.5;1.029;2.348;13.471
2024-06-13  10:47:43;30.415;61.6;0.372;0.839;14.564
2024-06-13  10:47:48;30.444;62.9;1.028;2.525;25.333
2024-06-13  10:47:53;30.444;62.9;0.901;2.623;10.133
2024-06-13  10:47:58;30.444;62.9;1.026;3.202;14.149
2024-06-13  10:48:03;30.415;62.9;0.913;4.401;26.55
2024-06-13  10:48:08;30.431;61.5;0.933;2.979;19.163
2024-06-13  10:48:13;30.415;62.9;0.86;2.189;35.995
2024-06-13  10:48:18;30.415;62.9;0.778;1.439;1.626
2024-06-13  10:48:23;30.431;62.9;0.872;1.216;28.078
2024-06-13  10:48:28;30.415;62.9;0.808;1.432;2.055
2024-06-13  10:48:33;30.431;61.4;0.815;2.474;17.77
2024-06-13  10:48:38;30.444;61.4;0.859;1.951;7.568
2024-06-13  10:48:43;30.431;62.6;0.831;1.414;11.127
2024-06-13  10:48:48;30.415;62.6;0.831;1.489;1.659
2024-06-13  10:48:53;30.444;61.2;0.766;0.827;25.925
2024-06-13  10:48:58;30.444;62.8;0.882;1.828;4.13
2024-06-13  10:49:03;30.444;62.8;1.152;2.867;31.709
2024-06-13  10:49:08;30.444;62.8;0.791;2.514;8.883
2024-06-13  10:49:13;30.444;62.8;0.942;2.132;3.479
2024-06-13  10:49:18;30.444;63.0;0.844;1.482;2.142
2024-06-13  10:49:23;30.431;62.9;0.934;1.403;1.451
2024-06-13  10:49:28;30.431;62.9;0.814;1.15;28.466
2024-06-13  10:49:33;30.431;62.9;0.774;1.158;28.023
2024-06-13  10:49:38;30.46;62.9;0.817;1.173;1.216
2024-06-13  10:49:43;30.444;62.9;0.868;3.299;5.489
2024-06-13  10:49:48;30.46;62.9;0.737;1.409;2.048
2024-06-13  10:49:53;30.474;62.9;0.794;2.16;4.828
2024-06-13  10:49:58;30.444;62.9;0.88;2.146;2.953
2024-06-13  10:50:03;30.444;62.9;0.823;2.002;2.909
2024-06-13  10:50:08;30.46;63.0;1.009;2.697;13.684
2024-06-13  10:50:36;30.46;62.7;0.354;0.985;8.871
2024-06-13  10:50:41;30.487;63.9;0.967;1.393;1.442
2024-06-13  10:50:46;30.503;63.7;0.808;2.267;32.951
2024-06-13  10:50:51;30.46;63.7;0.812;2.192;3.652
2024-06-13  10:50:56;30.444;63.7;0.891;2.125;2.591
2024-06-13  10:51:01;30.431;63.7;0.976;2.135;3.425
2024-06-13  10:51:06;30.444;63.7;0.972;3.271;8.276
2024-06-13  10:51:11;30.415;63.7;0.933;1.839;2.643
2024-06-13  10:51:16;30.444;61.8;1.021;2.251;12.942
2024-06-13  10:51:21;30.431;63.1;0.804;1.446;2.099
2024-06-13  10:51:26;30.444;63.1;1.034;2.466;3.343
2024-06-13  10:51:31;30.431;63.1;1.002;2.315;3.179
2024-06-13  10:53:24;30.46;63.0;0.881;2.204;14.26
2024-06-13  10:53:29;30.516;63.0;0.943;3.99;14.889
2024-06-13  10:53:34;30.487;63.0;0.755;2.393;10.049
2024-06-13  10:53:39;30.503;63.0;0.721;1.414;1.71
2024-06-13  10:53:44;30.474;62.5;0.779;1.214;23.776
2024-06-13  10:53:49;30.46;62.6;0.839;2.418;37.128
2024-06-13  10:53:54;30.444;62.6;0.646;2.407;14.279
2024-06-13  10:53:59;30.431;62.5;0.802;2.213;5.113
2024-06-13  10:54:04;30.431;62.5;0.884;1.246;1.291
2024-06-13  10:54:09;30.474;62.5;0.704;1.732;7.434
2024-06-13  10:54:14;30.444;62.6;0.778;1.856;7.463
2024-06-13  10:54:19;30.46;62.7;0.966;1.648;1.817
2024-06-13  10:54:24;30.431;62.6;0.873;2.585;9.711
2024-06-13  10:54:29;30.474;62.6;0.896;1.833;3.868
2024-06-13  10:54:34;30.444;61.3;0.932;2.332;3.603
2024-06-13  10:59:18;30.503;62.8;0.861;2.25;14.663
2024-06-13  10:59:28;30.602;62.8;0.831;1.951;8.371
2024-06-13  10:59:58;30.53;62.5;0.389;0.974;1.723
2024-06-13  11:00:03;30.586;62.5;0.949;3.29;14.459
2024-06-13  11:00:08;30.572;64.099;0.713;2.782;25.444
2024-06-13  11:00:13;30.543;64.099;0.807;1.818;2.504
2024-06-13  11:00:18;30.543;63.2;0.677;1.211;42.988
2024-06-13  11:00:23;30.53;62.9;0.785;4.053;22.796
2024-06-13  11:00:28;30.516;62.9;0.779;1.692;6.943
2024-06-13  11:00:33;30.53;62.4;0.869;3.334;10.194
2024-06-13  11:00:38;30.543;62.4;0.742;2.503;13.512
2024-06-13  11:00:43;30.53;62.4;0.859;3.2;6.786
2024-06-13  11:00:48;30.543;62.3;0.669;1.584;7.264
2024-06-13  11:00:53;30.543;62.2;0.784;1.153;1.198
2024-06-13  11:00:58;30.559;62.2;0.785;2.339;5.17
2024-06-13  11:01:03;30.543;62.2;0.898;1.8;6.978
2024-06-13  11:01:08;30.586;62.2;0.854;1.825;7.553
2024-06-13  11:03:26;30.572;62.4;0.072;0.247;2.907
2024-06-13  11:03:31;29.763;62.3;0.774;2.652;6.088
2024-06-13  11:03:36;29.721;62.3;0.802;1.582;11.614
2024-06-13  11:03:41;29.678;62.3;0.741;1.351;24.042
2024-06-13  11:03:46;29.649;62.3;0.742;0.78;0.78
2024-06-13  11:03:51;29.678;62.6;0.961;2.463;45.472
2024-06-13  11:03:56;29.691;62.6;0.873;1.897;21.665
2024-06-13  11:04:01;29.691;61.8;0.833;1.231;1.276
2024-06-13  11:04:06;29.721;61.8;0.914;1.769;24.217
2024-06-13  11:04:11;29.763;62.9;0.708;1.84;7.386
2024-06-13  11:04:16;29.763;62.9;0.872;2.628;26.359
2024-06-13  11:04:21;29.809;62.7;0.807;2.025;7.621
2024-06-13  11:04:26;29.835;62.7;0.768;1.26;46.925
2024-06-13  11:04:31;29.849;62.2;0.756;0.892;64.592
2024-06-13  11:04:36;29.849;62.0;0.619;1.821;30.886
2024-06-13  11:04:41;29.878;60.5;0.989;2.284;4.823
2024-06-13  11:04:46;29.892;61.9;0.781;2.219;12.449
2024-06-13  11:04:51;29.921;61.9;0.815;2.481;8.142
2024-06-13  11:04:56;29.934;61.8;0.812;2.3;3.219
2024-06-13  11:05:01;29.964;61.8;0.689;1.818;3.037
2024-06-13  11:05:06;29.948;60.5;0.889;2.041;7.101
2024-06-13  11:05:11;30.006;61.9;0.938;1.592;22.358
2024-06-13  11:05:16;30.02;61.9;0.821;1.585;11.733
2024-06-13  11:05:21;30.033;61.9;0.788;3.188;23.398
2024-06-13  11:05:26;30.033;60.4;0.708;1.189;19.884
2024-06-13  11:05:31;30.02;62.0;0.795;2.012;33.51
2024-06-13  11:05:36;30.062;61.9;0.714;1.605;6.865
2024-06-13  11:05:41;30.062;61.9;0.839;1.535;1.712
2024-06-13  11:05:46;30.076;61.8;0.958;3.677;8.098
2024-06-13  11:05:51;30.062;61.8;0.737;1.485;6.282
2024-06-13  11:05:56;30.062;61.8;0.752;1.794;16.925
2024-06-13  11:06:01;30.119;62.1;0.776;2.507;17.988
2024-06-13  11:06:06;30.105;62.1;0.814;3.237;20.517
2024-06-13  11:06:11;30.119;62.6;0.721;2.099;4.673
2024-06-13  11:06:16;30.119;62.6;0.858;3.756;48.437
2024-06-13  11:06:21;30.119;62.4;0.89;4.134;8.309
2024-06-13  11:06:26;30.145;62.1;0.864;2.708;46.896
2024-06-13  11:06:31;30.145;61.9;0.801;1.935;16.494
2024-06-13  11:06:36;30.145;60.6;0.739;2.262;7.912
2024-06-13  11:06:41;30.161;61.9;0.803;3.13;10.743
2024-06-13  11:06:46;30.161;61.9;0.718;1.298;1.463
2024-06-13  11:06:51;30.188;62.0;0.99;2.9;60.933
2024-06-13  11:06:56;30.175;62.6;0.913;2.047;28.732
2024-06-13  11:07:01;30.188;61.2;0.895;1.428;1.494
2024-06-13  11:07:06;30.231;61.2;0.7;1.245;3.204
2024-06-13  11:07:11;30.188;61.2;0.912;1.655;26.582
2024-06-13  11:07:16;30.231;61.2;0.826;2.11;21.423
2024-06-13  11:07:21;30.217;61.2;0.965;2.412;30.828
2024-06-13  11:07:26;30.244;62.2;0.895;2.816;36.799
2024-06-13  11:07:31;30.244;62.2;0.728;0.968;0.993
2024-06-13  11:07:36;30.244;62.4;0.82;2.498;20.016
2024-06-13  11:07:41;30.26;62.1;0.994;2.309;30.278
2024-06-13  11:07:46;30.26;62.1;0.862;1.838;2.057
2024-06-13  11:07:51;30.273;62.1;0.859;2.074;23.897
2024-06-13  11:08:18;30.273;62.2;0.423;0.752;12.578
2024-06-13  11:08:23;30.345;62.2;0.877;2.82;20.528
2024-06-13  11:08:28;30.329;61.8;0.926;3.011;4.611
2024-06-13  11:08:33;30.329;61.8;0.75;1.301;1.369
2024-06-13  11:08:38;30.316;61.8;0.761;1.895;18.455
2024-06-13  11:08:43;30.303;62.9;0.803;1.999;8.985
2024-06-13  11:08:48;30.303;62.6;0.827;2.887;32.557
2024-06-13  11:08:53;30.316;62.6;0.695;1.762;18.512
2024-06-13  11:08:58;30.316;62.6;0.774;1.475;52.193
2024-06-13  11:09:03;30.329;62.6;0.759;1.992;4.605
2024-06-13  11:09:08;30.316;62.7;0.84;2.474;9.638
2024-06-13  11:09:13;30.359;62.7;0.784;2.994;13.722
2024-06-13  11:09:18;30.359;62.8;0.957;2.067;4.135
2024-06-13  11:09:23;30.329;62.8;0.778;1.808;9.016
2024-06-13  11:09:28;30.345;62.8;0.733;1.35;6.304
2024-06-13  11:09:33;30.359;61.6;0.697;0.947;10.634
2024-06-13  11:09:38;30.359;62.9;0.832;2.622;77.309
2024-06-13  11:09:43;30.386;62.9;0.816;1.046;26.305
2024-06-13  11:10:35;30.359;61.4;0.592;1.816;5.279
2024-06-13  11:10:40;30.487;62.8;0.875;1.276;27.885
2024-06-13  11:10:45;30.487;62.8;0.787;2.212;3.583
2024-06-13  11:10:50;30.431;62.7;0.773;1.483;27.765
2024-06-13  11:10:55;30.415;62.7;0.802;1.591;6.693
2024-06-13  11:11:00;30.402;63.4;0.834;2.403;3.692
2024-06-13  11:12:41;30.415;62.7;0.771;2.135;11.517
2024-06-13  11:12:46;30.559;61.6;0.976;3.16;5.237
2024-06-13  11:12:51;30.516;62.9;0.828;2.287;5.076
2024-06-13  11:12:56;30.53;62.7;1.073;2.399;2.858
2024-06-13  11:13:01;30.503;62.7;0.758;3.829;10.322
2024-06-13  11:13:06;30.503;62.6;0.994;2.324;2.785
2024-06-13  11:13:11;30.503;62.6;0.924;1.407;1.556
2024-06-13  11:13:16;30.503;61.2;0.865;3.058;6.161
2024-06-13  11:13:21;30.516;61.2;0.942;2.507;3.922
2024-06-13  11:13:26;30.503;62.5;0.953;2.079;55.313
2024-06-13  11:13:31;30.503;62.4;1.005;2.329;7.537
2024-06-13  11:13:36;30.53;62.4;0.849;1.116;1.141
2024-06-13  11:13:41;30.503;62.4;0.883;2.064;7.23
2024-06-13  11:13:46;30.53;62.4;0.981;3.732;48.914
2024-06-13  11:13:51;30.516;62.4;0.907;2.756;5.061
2024-06-13  11:13:56;30.53;62.4;0.857;2.1;7.632
2024-06-13  11:14:01;30.543;62.7;0.666;1.178;1.788
2024-06-13  11:14:06;30.503;62.7;0.783;3.227;16.24
2024-06-13  11:14:11;30.53;62.8;0.605;1.15;28.154
2024-06-13  11:14:16;30.543;62.8;0.898;2.443;39.097
2024-06-13  11:14:21;30.543;62.8;0.781;1.273;27.438
2024-06-13  11:14:26;30.53;61.0;0.849;2.728;5.588
2024-06-13  11:14:31;30.53;62.2;0.974;2.267;3.142
2024-06-13  11:14:36;30.543;61.9;0.616;1.579;2.779
2024-06-13  11:14:41;30.543;61.9;0.737;2.193;6.293
2024-06-13  11:14:46;30.543;61.9;0.858;2.307;3.231
2024-06-13  11:14:51;30.543;61.9;0.684;1.279;3.24
2024-06-13  11:14:56;30.543;61.9;0.845;2.227;25.504
2024-06-13  11:15:01;30.559;62.0;0.76;1.025;1.049
2024-06-13  11:15:06;30.53;62.0;0.712;1.568;1.875
2024-06-13  11:15:11;30.543;60.5;0.906;2.258;2.721
2024-06-13  11:15:16;30.559;62.1;0.984;1.952;7.159
2024-06-13  11:15:21;30.543;62.0;0.952;3.849;5.403
2024-06-13  11:15:26;30.543;62.0;1.048;2.81;5.203
2024-06-13  11:15:31;30.572;60.8;0.925;3.498;44.335
2024-06-13  11:15:36;30.559;62.1;0.846;2.039;2.863
2024-06-13  11:15:41;30.572;62.2;0.813;1.957;2.768
2024-06-13  11:15:46;30.572;62.2;0.774;1.691;2.474
2024-06-13  11:15:51;30.572;60.9;0.848;3.517;11.767
2024-06-13  11:15:56;30.572;61.9;0.707;2.272;8.613
2024-06-13  11:16:01;30.586;61.6;0.714;0.907;25.151
2024-06-13  11:16:06;30.602;61.7;0.874;1.761;3.801
2024-06-13  11:16:11;30.586;61.7;0.8;2.037;2.49
2024-06-13  11:16:16;30.586;60.3;0.789;2.516;4.403
2024-06-13  11:16:21;30.572;61.7;0.724;1.91;4.11
2024-06-13  11:16:26;30.602;61.7;0.888;1.869;12.604
2024-06-13  11:16:31;30.586;61.7;0.835;2.317;6.495
2024-06-13  11:16:36;30.572;61.7;0.863;2.145;4.545
2024-06-13  11:16:41;30.602;61.7;0.921;3.157;9.472
2024-06-13  11:16:46;30.615;61.7;0.769;2.179;30.985
2024-06-13  11:16:51;30.602;60.5;0.772;2.742;6.143
2024-06-13  11:16:56;30.615;61.9;0.768;1.94;2.744
2024-06-13  11:17:01;30.586;61.8;0.895;2.322;12.972
2024-06-13  11:17:06;30.586;61.9;0.787;2.138;3.496
2024-06-13  11:17:11;30.602;62.2;0.766;1.382;1.55
2024-06-13  11:17:16;30.602;62.2;0.818;1.31;6.31
2024-06-13  11:17:21;30.615;62.2;0.845;1.683;1.988
2024-06-13  11:17:26;30.586;62.2;0.873;2.541;8.863
2024-06-13  11:17:31;30.602;62.2;0.774;1.094;1.122
2024-06-13  11:17:36;30.586;62.2;0.797;2.186;3.126
2024-06-13  11:17:41;30.615;62.2;0.805;2.43;7.159
2024-06-13  11:17:46;30.602;61.9;0.779;2.371;5.224
2024-06-13  11:17:51;30.629;61.8;0.803;2.281;27.165
2024-06-13  11:17:56;30.615;61.8;0.9;3.308;12.138
2024-06-13  11:18:01;30.615;62.0;0.806;1.435;17.328
2024-06-13  11:18:06;30.615;62.0;0.912;2.673;3.693
2024-06-13  11:18:11;30.629;62.0;0.92;2.604;15.383
2024-06-13  11:18:16;30.629;61.7;0.733;2.025;13.7
2024-06-13  11:18:21;30.629;61.7;0.967;2.317;7.9
2024-06-13  11:18:26;30.615;61.7;0.926;1.995;7.807
2024-06-13  11:18:55;30.642;60.4;0.402;0.968;2.502
2024-06-13  11:19:00;30.658;60.4;0.718;2.052;17.67
2024-06-13  11:19:05;30.658;61.4;0.835;2.726;30.947
2024-06-13  11:19:10;30.629;61.4;0.807;2.581;5.405
2024-06-13  11:19:15;30.629;62.2;0.974;2.123;2.565
2024-06-13  11:19:20;30.629;62.2;0.722;2.75;6.174
2024-06-13  11:19:25;30.629;61.0;0.886;2.281;7.622
2024-06-13  11:19:30;30.586;61.0;0.615;0.797;27.903
2024-06-13  11:19:35;30.586;61.0;0.776;2.558;14.832
2024-06-13  11:19:40;30.586;61.0;0.909;1.093;1.099
2024-06-13  11:19:45;30.602;61.0;0.863;1.993;12.248
2024-06-13  11:20:56;30.586;62.0;0.691;1.735;7.256
2024-06-13  11:21:01;30.671;62.9;0.747;2.096;35.025
2024-06-13  11:21:06;30.685;62.7;0.849;3.286;22.453
2024-06-13  11:21:11;30.642;62.4;0.745;2.493;5.764
2024-06-13  11:21:39;30.629;62.3;0.452;0.975;1.315
2024-06-13  11:21:43;30.671;62.2;0.853;2.205;3.068
2024-06-13  11:21:48;30.642;62.9;0.717;1.295;1.944
2024-06-13  11:21:54;30.642;62.9;0.918;1.906;27.851
2024-06-13  11:21:59;30.615;62.4;1.007;2.19;32.478
2024-06-13  11:24:08;30.671;61.0;0.643;1.953;10.491
2024-06-13  11:24:18;30.671;62.4;0.851;2.193;5.021
2024-06-13  11:24:23;30.642;62.4;0.781;1.073;1.098
2024-06-13  11:24:28;30.629;62.8;0.89;2.661;18.497
2024-06-13  11:24:33;30.629;63.2;0.735;1.902;5.803
2024-06-13  11:24:38;30.642;63.2;0.735;1.773;2.187
2024-06-13  11:24:43;30.629;63.2;0.929;2.133;2.567
2024-06-13  11:26:14;30.615;63.0;0.754;1.856;9.455
2024-06-13  11:26:19;30.685;61.3;0.87;1.759;2.431
2024-06-13  11:26:24;30.671;61.4;0.607;2.427;8.836
2024-06-13  11:26:50;30.671;60.1;0.45;1.281;2.842
2024-06-13  11:26:55;30.714;60.1;0.762;1.995;2.907
2024-06-13  11:27:00;30.658;61.5;0.948;2.056;3.27
2024-06-13  11:27:05;30.658;61.5;0.653;1.162;1.767
2024-06-13  11:27:10;30.642;61.5;0.863;1.798;29.353
2024-06-13  11:27:15;30.642;61.5;0.824;1.388;26.875
2024-06-13  11:28:44;30.642;63.0;0.697;1.84;6.793
2024-06-13  11:31:55;30.701;62.8;0.814;2.305;14.656
2024-06-13  11:32:00;30.783;62.8;1.053;2.891;4.811
2024-06-13  11:32:05;30.77;62.9;0.961;2.007;2.706
2024-06-13  11:32:10;30.727;62.7;0.862;2.26;8.084
2024-06-13  11:32:15;30.714;62.7;0.805;2.131;7.346
2024-06-13  11:32:20;30.727;62.7;0.855;1.124;1.148
2024-06-13  11:33:48;30.727;62.7;0.787;2.211;14.73
2024-06-13  11:33:53;30.799;62.7;0.74;1.631;3.796
2024-06-13  11:33:58;30.757;61.7;0.959;2.294;8.069
2024-06-13  11:34:03;30.743;61.7;0.897;1.791;2.103
2024-06-13  11:34:08;30.714;61.7;0.924;3.175;7.062
2024-06-13  11:34:13;30.714;61.7;0.882;1.924;4.057
2024-06-13  11:34:40;30.701;61.4;0.414;0.976;6.97
2024-06-13  11:34:50;30.77;62.7;0.908;2.681;6.447
2024-06-13  11:35:16;30.727;61.1;0.467;1.362;3.103
2024-06-13  11:35:21;30.757;62.5;0.968;3.869;6.594
2024-06-13  11:35:26;30.743;62.6;0.822;3.365;19.756
2024-06-13  11:35:31;30.727;62.6;0.934;1.832;11.893
2024-06-13  11:36:09;30.701;61.8;0.522;1.335;9.519
2024-06-13  11:36:14;30.813;61.8;0.881;3.009;5.978
2024-06-13  11:36:19;30.743;60.9;0.956;3.329;13.771
2024-06-13  11:36:24;30.743;63.4;0.765;1.167;1.211
2024-06-13  11:36:29;30.714;63.4;0.886;2.54;5.284
2024-06-13  11:36:34;30.701;63.1;0.894;1.939;3.946
2024-06-13  11:36:39;30.714;62.8;0.931;1.873;38.621
2024-06-13  11:36:44;30.727;62.8;0.912;3.454;5.285
2024-06-13  11:36:49;30.727;62.8;0.883;2.367;20.089
2024-06-13  11:36:54;30.714;62.5;0.977;2.661;13.187
2024-06-13  11:38:01;30.714;63.5;0.676;1.656;5.203
2024-06-13  11:38:06;30.813;62.5;0.852;2.794;4.329
2024-06-13  11:38:11;30.77;62.5;0.775;1.955;4.069
2024-06-13  11:38:16;30.757;61.1;0.711;2.461;7.015
2024-06-13  11:38:21;30.77;62.4;0.793;1.45;2.072
2024-06-13  11:38:26;30.727;62.3;0.851;1.665;3.671
2024-06-13  11:38:31;30.727;62.4;0.673;2.002;4.63
2024-06-13  11:38:36;30.727;62.4;0.773;1.568;3.575
2024-06-13  11:38:41;30.727;62.5;0.655;0.717;0.717
2024-06-13  11:38:46;30.743;62.3;0.909;4.161;66.696
2024-06-13  11:38:51;30.77;62.3;0.708;2.788;21.617
2024-06-13  11:38:56;30.743;62.3;0.907;1.93;3.938
2024-06-13  11:39:01;30.743;61.0;0.773;1.78;2.992
2024-06-13  11:39:06;30.757;62.4;0.855;2.341;8.037
2024-06-13  11:39:11;30.77;62.7;0.957;2.094;12.363
2024-06-13  11:39:16;30.757;62.6;0.824;1.855;17.866
2024-06-13  11:39:21;30.743;62.5;0.959;3.735;11.567
2024-06-13  11:39:26;30.77;62.8;0.976;2.23;3.017
2024-06-13  11:39:31;30.77;64.099;0.833;2.46;5.214
2024-06-13  11:39:36;30.77;64.099;0.802;2.206;7.542
2024-06-13  11:39:41;30.77;63.4;0.82;2.468;18.131
2024-06-13  11:39:46;30.77;63.0;0.867;2.218;23.938
2024-06-13  11:40:13;30.783;62.4;0.433;1.078;2.279
2024-06-13  11:43:50;30.826;62.4;0.801;2.266;9.96
